from_id,to_id,weight
0,1,528.2476130689519
0,16,47.83095908632329
0,21,252.2153185964931
0,27,365.0251798505152
0,56,33.5687872759589
0,62,54.14602708349174
0,66,36.4231860145875
0,67,2.911627935628046
0,68,53.92176367623381
0,80,13.477386622318093
1,3,1174.3974116444006
1,5,658.674880128898
1,6,21.270845764216897
1,7,77.3751827243947
1,8,26.455785581740336
1,16,80.93964933869569
1,17,157.85165971713002
1,21,488.0015664764701
1,32,865.4108435950368
1,41,197.8516498521136
1,45,63.949433260887524
1,46,115.70003186113188
1,49,10.867292401407484
1,53,107.72652805563376
1,54,290.50589600062824
1,62,61.85142521335408
1,66,36.759636187797945
1,67,3.9685299267225274
1,68,53.8942575683339
1,69,53.39582268044428
1,70,77.23310598831432
1,71,16.66336272955587
1,72,22.786584329811227
1,73,12.949630187965411
3,4,2036.0561326886157
3,6,24.49952756035462
3,7,31.010171407503048
3,8,27.3081899928355
3,21,265.7194470794973
3,40,259.25406987724057
3,45,131.06949154095625
3,70,28.10788006202871
3,76,20.25626605860884
3,77,7.559396157231618
3,78,25.18377715713647
3,-1,1269.6057629281092
4,5,11.072373381969344
4,40,281.0831079229086
4,-1,2345.6416925931503
5,17,178.09473221515418
5,19,11.227999481481326
5,41,276.6521767654395
5,-1,1118.436346788802
6,7,17.356196195150673
7,8,23.946832284834173
16,26,390.86036634446003
16,27,135.94366148180976
16,54,433.38517002395497
16,56,6.853431285145028
16,79,17.41318011525811
16,80,14.344078085924183
17,18,35.590501754243206
17,53,46.9123303596332
18,19,397.2808983714983
18,32,304.6543607437577
18,49,84.32099948900978
18,53,15.556771238399627
19,32,1727.944180644476
19,36,248.83478982319903
19,37,143.96553443899018
19,-1,2049.4429824233916
21,27,407.70193015393255
21,29,11.365815569332593
21,31,45.41192890986801
21,61,39.48994680447477
21,62,35.37822182468369
21,70,66.1734308300486
21,75,14.46351481080334
21,76,16.754643271083147
21,77,1.2226797630418702
21,-1,1221.517836846399
26,27,495.7272710057158
26,79,17.8135522652354
26,-1,428.10576074752106
27,29,15.141626068929716
27,30,13.332282516887895
27,56,36.863563501090646
27,-1,883.8507693119836
28,29,17.010819133894667
28,-1,63.03364422875695
29,30,7.186360664989023
29,31,18.032855358609034
29,-1,10.97581712577223
30,-1,13.066845434089233
31,-1,47.00430823364289
32,37,76.84248357058337
32,49,118.50015660662328
32,51,52.40102622740116
32,54,622.2859989958024
32,71,17.68715745106666
32,72,4.107700237859007
32,74,14.43293753244531
32,79,20.55701502095285
32,-1,1343.1837910144575
36,-1,341.87117652514615
37,51,41.976697688742355
37,-1,41.06337889503107
40,41,34.84495574941451
40,45,54.041515786212145
40,46,33.16922170844054
41,46,78.22119642955154
45,46,49.07952925834005
49,53,89.48983788911409
51,-1,44.26632486861644
54,72,7.236322141197863
54,73,13.105246548354822
54,74,14.643030628598641
54,79,16.241312334669836
56,80,7.692929971443542
61,-1,39.077109287718265
66,67,14.990052787857113
67,68,12.529731949405157
67,69,7.845726412791201
71,72,10.50995769687223
72,73,6.014364826605929
72,74,9.981062764843697
75,77,18.78447323457071
75,-1,19.81851221106514
76,77,17.709742149615405
77,78,20.062924811015304
77,-1,6.3596859717127385
78,-1,24.378861681209642
79,-1,17.10241918883867
